Round,"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)",
20,1.0,0.9751,0.951,0.9285,0.9019,0.8773,0.852,0.8289,0.8056,0.7796,0.7544,0.7314,0.7056,0.6827,0.658,0.6345,0.6063,0.5821,0.5578,0.5335,
20,1.0,0.9766,0.9527,0.9287,0.9023,0.8769,0.8517,0.8298,0.805,0.7806,0.7557,0.7284,0.706,0.6796,0.6571,0.6336,0.6099,0.5842,0.5594,0.5345,
20,1.0,0.9785,0.9532,0.9273,0.9024,0.8789,0.8524,0.8308,0.8091,0.7871,0.7611,0.7358,0.7119,0.686,0.6592,0.635,0.6119,0.5865,0.5619,0.5361,
20,1.0,0.9753,0.9508,0.9264,0.9025,0.877,0.854,0.8271,0.8013,0.7768,0.7521,0.7272,0.7001,0.6766,0.6515,0.6253,0.5962,0.5703,0.543,0.5187,
20,1.0,0.9721,0.9454,0.9189,0.8923,0.8684,0.8446,0.8196,0.7956,0.7695,0.7455,0.7204,0.696,0.6708,0.6472,0.6227,0.5951,0.5717,0.5469,0.5226,
20,1.0,0.9751,0.9482,0.9268,0.9025,0.8786,0.8536,0.8293,0.8012,0.7769,0.7526,0.7262,0.7022,0.6751,0.6494,0.6234,0.5995,0.5743,0.5496,0.5229,
20,1.0,0.9764,0.9517,0.9252,0.9003,0.8733,0.8495,0.8243,0.8003,0.7753,0.7497,0.724,0.6984,0.6742,0.6472,0.6223,0.5964,0.569,0.5417,0.5176,
20,1.0,0.9749,0.9515,0.9264,0.899,0.8741,0.8497,0.8247,0.7981,0.7759,0.7521,0.7278,0.7016,0.6771,0.6519,0.6247,0.6005,0.574,0.548,0.5242,
20,1.0,0.9746,0.9479,0.9203,0.8945,0.8677,0.8468,0.8235,0.7982,0.7736,0.7472,0.7203,0.6937,0.6704,0.644,0.6191,0.5932,0.5686,0.5456,0.5193,
20,1.0,0.973,0.9461,0.9237,0.8982,0.8697,0.8454,0.8204,0.7918,0.7655,0.7402,0.7153,0.6892,0.6655,0.6395,0.6173,0.594,0.5698,0.5457,0.5222,
20,1.0,0.9735,0.9495,0.9254,0.9015,0.8747,0.8505,0.8228,0.7983,0.77,0.7471,0.7211,0.6946,0.6683,0.6411,0.6157,0.5934,0.5713,0.5458,0.5206,
20,1.0,0.9776,0.9509,0.9259,0.9016,0.8771,0.8515,0.8259,0.7987,0.7758,0.7532,0.7229,0.6997,0.6756,0.6514,0.6258,0.6017,0.5786,0.5527,0.5293,
20,1.0,0.9721,0.9466,0.9238,0.8987,0.8734,0.8453,0.8201,0.7952,0.7731,0.7501,0.7268,0.7015,0.6744,0.6487,0.6245,0.6001,0.5747,0.5483,0.5234,
20,1.0,0.9753,0.9538,0.9263,0.8994,0.8747,0.8492,0.8263,0.8018,0.7767,0.7527,0.7258,0.703,0.6793,0.6534,0.6302,0.605,0.5806,0.5569,0.5318,
20,1.0,0.9725,0.947,0.9223,0.8958,0.8698,0.8466,0.8214,0.7962,0.77,0.7448,0.7173,0.6916,0.6662,0.642,0.6187,0.5925,0.5674,0.5429,0.5173,
20,1.0,0.975,0.947,0.9213,0.8962,0.8738,0.8498,0.8247,0.7978,0.7721,0.7451,0.7184,0.694,0.6685,0.6426,0.6194,0.5945,0.5698,0.5445,0.5156,
20,1.0,0.9786,0.9536,0.9303,0.9058,0.8844,0.8591,0.8352,0.8109,0.7869,0.7637,0.7387,0.7126,0.6886,0.6601,0.6365,0.6134,0.5907,0.5665,0.5401,
20,1.0,0.9763,0.9526,0.9279,0.9015,0.8777,0.8542,0.83,0.8059,0.7818,0.7589,0.7354,0.71,0.683,0.66,0.6372,0.6086,0.5836,0.5602,0.5356,
20,1.0,0.9782,0.9516,0.9244,0.9007,0.8759,0.8501,0.8248,0.801,0.7748,0.7489,0.7229,0.7,0.6779,0.6534,0.6268,0.6017,0.5768,0.5517,0.5288,
20,1.0,0.9775,0.9542,0.9294,0.9036,0.8797,0.853,0.8257,0.8,0.7757,0.7517,0.7244,0.6996,0.6743,0.65,0.6281,0.6044,0.5809,0.5567,0.5324,
20,1.0,0.9751,0.9506,0.926,0.9015,0.8759,0.8512,0.8254,0.8013,0.7778,0.7517,0.728,0.7013,0.6772,0.6519,0.6252,0.6018,0.5754,0.5493,0.5261,
20,1.0,0.9736,0.9481,0.9225,0.8997,0.8789,0.8564,0.8306,0.8054,0.7811,0.7563,0.7334,0.707,0.6834,0.6609,0.6356,0.6125,0.5867,0.5619,0.5387,
20,1.0,0.9758,0.9518,0.9274,0.9054,0.8779,0.8518,0.8286,0.803,0.7767,0.7497,0.7247,0.6981,0.6737,0.6513,0.6258,0.6001,0.574,0.5505,0.5264,
20,1.0,0.9753,0.9519,0.9262,0.9014,0.8779,0.8533,0.8264,0.8012,0.7751,0.7487,0.7245,0.6986,0.6759,0.6515,0.628,0.6045,0.5797,0.5541,0.5301,
20,1.0,0.973,0.9486,0.9197,0.8922,0.8658,0.839,0.8157,0.7919,0.766,0.7414,0.7156,0.6911,0.6647,0.6389,0.6106,0.5864,0.5612,0.5337,0.5058,
20,1.0,0.9763,0.9527,0.9289,0.9032,0.8769,0.8519,0.8265,0.8008,0.7756,0.752,0.7272,0.7021,0.6776,0.6499,0.627,0.6033,0.5799,0.5569,0.5302,
20,1.0,0.976,0.9542,0.93,0.9051,0.8802,0.8554,0.8308,0.8047,0.7778,0.7523,0.7244,0.6999,0.6758,0.6494,0.624,0.5956,0.5709,0.5453,0.52,
20,1.0,0.9745,0.9498,0.9243,0.9002,0.8738,0.8479,0.8225,0.8007,0.775,0.7482,0.7237,0.6991,0.6731,0.6488,0.6216,0.5957,0.5709,0.5454,0.5218,
20,1.0,0.9764,0.9513,0.9282,0.9025,0.8766,0.8513,0.8274,0.8024,0.7794,0.7526,0.7284,0.7051,0.6802,0.6534,0.6291,0.6056,0.5788,0.555,0.5285,
20,1.0,0.9755,0.9496,0.9273,0.904,0.8784,0.8545,0.8321,0.8067,0.7798,0.7548,0.7296,0.7063,0.6795,0.6567,0.6317,0.6075,0.5841,0.5582,0.5341,
20,1.0,0.9751,0.949,0.923,0.8982,0.8701,0.8437,0.82,0.7971,0.7737,0.7493,0.7243,0.6985,0.6755,0.6494,0.6228,0.598,0.5759,0.5511,0.5248,
20,1.0,0.9771,0.9511,0.9248,0.8991,0.8742,0.8485,0.8226,0.7965,0.772,0.7512,0.7275,0.7006,0.6755,0.6507,0.6261,0.5999,0.5762,0.5488,0.524,
20,1.0,0.9755,0.9497,0.9227,0.899,0.8762,0.8504,0.8231,0.8002,0.7744,0.7513,0.7287,0.7047,0.679,0.6544,0.6281,0.6048,0.5772,0.5503,0.5244,
20,1.0,0.9781,0.9499,0.922,0.8995,0.8745,0.8492,0.8248,0.7996,0.7752,0.7519,0.7249,0.7013,0.6766,0.6518,0.6269,0.601,0.5777,0.5536,0.5303,
20,1.0,0.9756,0.9512,0.9293,0.9048,0.8814,0.8555,0.8288,0.8055,0.7834,0.7595,0.732,0.7076,0.6831,0.6601,0.6335,0.6104,0.5848,0.561,0.5357,
20,1.0,0.9762,0.9476,0.9236,0.8975,0.8723,0.8469,0.8191,0.7961,0.7681,0.7469,0.7203,0.6968,0.6731,0.6472,0.6242,0.5985,0.5747,0.5487,0.5234,
20,1.0,0.9768,0.9517,0.9286,0.9031,0.8789,0.8542,0.8266,0.8001,0.7764,0.7528,0.7266,0.703,0.6757,0.6521,0.6292,0.6055,0.5832,0.5569,0.5303,
20,1.0,0.9772,0.9522,0.9266,0.9022,0.8755,0.8544,0.8288,0.8028,0.7741,0.7496,0.7262,0.7002,0.6743,0.6506,0.6291,0.6055,0.5795,0.5526,0.5259,
20,1.0,0.978,0.9568,0.9298,0.9045,0.8794,0.8566,0.8316,0.8067,0.7805,0.7557,0.7292,0.7029,0.6779,0.6545,0.6273,0.6022,0.5735,0.549,0.5253,
20,1.0,0.9756,0.9512,0.9282,0.9053,0.8809,0.8554,0.8289,0.8032,0.7783,0.7523,0.7277,0.7032,0.6768,0.6515,0.6298,0.6072,0.5859,0.5631,0.5384,
20,1.0,0.9724,0.946,0.9211,0.8943,0.8705,0.846,0.8231,0.7993,0.7739,0.748,0.7219,0.6973,0.6739,0.6504,0.6235,0.5994,0.574,0.5485,0.5249,
20,1.0,0.9732,0.9469,0.9207,0.8965,0.8711,0.8467,0.8202,0.7934,0.7687,0.7443,0.7202,0.6937,0.6701,0.646,0.6208,0.5938,0.5721,0.5452,0.5184,
20,1.0,0.9734,0.9509,0.9267,0.9019,0.8798,0.8554,0.8298,0.8051,0.7809,0.7541,0.7254,0.7017,0.6757,0.6526,0.6276,0.6038,0.5802,0.556,0.5333,
20,1.0,0.9747,0.9527,0.9267,0.903,0.877,0.8546,0.8299,0.8035,0.7774,0.7512,0.7283,0.7039,0.6774,0.6526,0.6281,0.6043,0.5799,0.5579,0.5335,
20,1.0,0.9758,0.9506,0.9281,0.9006,0.8742,0.8497,0.8248,0.8002,0.7749,0.749,0.7237,0.6968,0.6706,0.644,0.6203,0.5965,0.5725,0.5505,0.5263,
20,1.0,0.9735,0.9462,0.922,0.8989,0.8721,0.8469,0.8245,0.798,0.7715,0.7473,0.7242,0.6981,0.6731,0.6475,0.6226,0.5963,0.5715,0.5437,0.5195,
20,1.0,0.9735,0.9493,0.9242,0.904,0.8804,0.8545,0.8303,0.8062,0.7847,0.7602,0.7366,0.7092,0.6839,0.6572,0.6321,0.6084,0.5839,0.5564,0.5296,
20,1.0,0.9762,0.9509,0.924,0.8984,0.8778,0.8499,0.8263,0.8,0.7762,0.7498,0.7252,0.7022,0.679,0.6525,0.6275,0.6016,0.5783,0.5522,0.5242,
20,1.0,0.9746,0.9517,0.9291,0.9042,0.8803,0.856,0.8302,0.8079,0.7832,0.7576,0.7328,0.7068,0.6814,0.6561,0.6327,0.6079,0.5823,0.5614,0.537,
20,1.0,0.9753,0.9499,0.9249,0.9029,0.8769,0.851,0.8264,0.8006,0.7779,0.7493,0.7255,0.7014,0.6756,0.6525,0.6282,0.6015,0.5769,0.5516,0.5289,
20,1.0,0.9735,0.9505,0.9265,0.8999,0.8767,0.8518,0.8262,0.8,0.7756,0.7531,0.7267,0.7033,0.6805,0.6558,0.6317,0.6072,0.5802,0.5545,0.5283,
20,1.0,0.9724,0.9492,0.9269,0.901,0.8743,0.8477,0.8217,0.7983,0.7719,0.7479,0.7252,0.6987,0.6748,0.6495,0.6268,0.6001,0.5782,0.5529,0.5284,
20,1.0,0.9747,0.9483,0.9225,0.8985,0.8764,0.851,0.8274,0.8021,0.7761,0.7516,0.7267,0.7018,0.6745,0.6491,0.6222,0.5993,0.5731,0.5478,0.52,
20,1.0,0.9778,0.95,0.9251,0.9017,0.8772,0.8526,0.8283,0.8042,0.7771,0.7504,0.7239,0.7002,0.6764,0.6504,0.6239,0.5977,0.5704,0.5466,0.5218,
20,1.0,0.9725,0.9463,0.9252,0.9046,0.8803,0.8553,0.8326,0.807,0.7821,0.7575,0.7342,0.7077,0.6816,0.656,0.6308,0.6055,0.5814,0.5572,0.5296,
20,1.0,0.9751,0.9514,0.927,0.8988,0.8751,0.8504,0.8257,0.8008,0.7763,0.7505,0.7253,0.7009,0.6773,0.6489,0.6253,0.5978,0.5724,0.5483,0.5247,
20,1.0,0.9725,0.9491,0.9221,0.8966,0.8694,0.8409,0.8178,0.7924,0.7684,0.7447,0.7184,0.6944,0.6691,0.6435,0.6161,0.5898,0.565,0.5425,0.5197,
20,1.0,0.9732,0.9466,0.9202,0.897,0.8707,0.8467,0.8228,0.7991,0.7738,0.748,0.7264,0.7014,0.6775,0.6514,0.6286,0.6057,0.5793,0.5536,0.5317,
20,1.0,0.9748,0.9501,0.9231,0.8971,0.8718,0.8483,0.8227,0.7984,0.7763,0.748,0.7221,0.6982,0.6714,0.6462,0.6212,0.5975,0.5702,0.5439,0.5216,
20,1.0,0.9749,0.9509,0.9264,0.9026,0.8772,0.8536,0.8286,0.7997,0.7743,0.7484,0.7254,0.6997,0.6752,0.6519,0.6254,0.6009,0.5737,0.549,0.5212,
20,1.0,0.9732,0.9483,0.9218,0.8935,0.8722,0.8473,0.8233,0.8001,0.7734,0.7482,0.723,0.696,0.6727,0.6467,0.6214,0.5968,0.5728,0.5469,0.5209,
20,1.0,0.9745,0.9502,0.9256,0.9046,0.8789,0.8559,0.8332,0.8088,0.7836,0.7588,0.7328,0.7112,0.6847,0.6598,0.6346,0.6098,0.5873,0.5614,0.5359,
20,1.0,0.9757,0.9498,0.9268,0.9038,0.8795,0.8548,0.8287,0.8045,0.7808,0.7558,0.7296,0.7041,0.6786,0.6535,0.6302,0.6028,0.578,0.5527,0.5263,
20,1.0,0.9753,0.952,0.9273,0.8995,0.8752,0.8503,0.8278,0.8011,0.7787,0.7545,0.7326,0.7093,0.6835,0.6577,0.632,0.6055,0.5799,0.5554,0.532,
20,1.0,0.9757,0.9517,0.9266,0.9028,0.877,0.856,0.8322,0.8099,0.7832,0.7578,0.7315,0.708,0.6817,0.6581,0.6352,0.6108,0.5863,0.5614,0.5323,
20,1.0,0.9741,0.9513,0.9262,0.9047,0.8813,0.8571,0.8338,0.8091,0.7831,0.7593,0.7319,0.7078,0.6838,0.6623,0.6355,0.6117,0.5856,0.5633,0.541,
20,1.0,0.9739,0.9504,0.9244,0.9,0.8745,0.8512,0.8257,0.8003,0.7747,0.7466,0.7196,0.6937,0.6684,0.6422,0.614,0.5852,0.5596,0.5337,0.5111,
20,1.0,0.9739,0.9474,0.9217,0.8982,0.873,0.8482,0.823,0.7993,0.7757,0.7518,0.7262,0.7002,0.6785,0.6542,0.6321,0.6075,0.5814,0.5543,0.5302,
20,1.0,0.9734,0.9461,0.9207,0.8962,0.8707,0.8456,0.8188,0.7914,0.7666,0.7386,0.7111,0.6867,0.6577,0.6331,0.609,0.5819,0.5558,0.5301,0.5039,
20,1.0,0.9761,0.9493,0.9247,0.8996,0.8743,0.8489,0.8253,0.8013,0.7791,0.7564,0.7313,0.7069,0.6815,0.6541,0.6298,0.603,0.5792,0.5546,0.528,
20,1.0,0.9734,0.9521,0.926,0.9006,0.8775,0.8515,0.8261,0.8,0.7748,0.7458,0.7192,0.6951,0.6676,0.6436,0.62,0.5947,0.5696,0.5428,0.5168,
20,1.0,0.9728,0.948,0.9225,0.8958,0.8709,0.8475,0.8221,0.799,0.773,0.7505,0.7246,0.7031,0.6767,0.6519,0.6252,0.6004,0.5743,0.5476,0.521,
20,1.0,0.9741,0.95,0.9229,0.8975,0.8715,0.8449,0.8199,0.7952,0.7676,0.7427,0.7135,0.6868,0.6596,0.6356,0.6115,0.5887,0.5633,0.539,0.5151,
20,1.0,0.9754,0.9477,0.9234,0.8988,0.8718,0.8464,0.8191,0.7905,0.7643,0.738,0.7113,0.6878,0.6603,0.6358,0.6103,0.583,0.5579,0.5326,0.5077,
20,1.0,0.9735,0.9496,0.9243,0.9002,0.8766,0.8504,0.8269,0.8034,0.7787,0.7522,0.7292,0.7033,0.6804,0.6557,0.6294,0.6061,0.5815,0.5576,0.5299,
20,1.0,0.9725,0.9474,0.9195,0.8928,0.8684,0.8395,0.8156,0.7912,0.7638,0.7385,0.7151,0.6886,0.6631,0.6378,0.6112,0.587,0.5627,0.5372,0.5086,
20,1.0,0.9755,0.9508,0.9255,0.9025,0.8764,0.8501,0.8249,0.8009,0.7759,0.7489,0.7206,0.6957,0.6697,0.645,0.6176,0.5877,0.5602,0.5357,0.5113,
20,1.0,0.9738,0.9503,0.9267,0.9015,0.8777,0.8512,0.8284,0.8043,0.7809,0.7556,0.7287,0.7046,0.681,0.6568,0.6345,0.6106,0.586,0.5623,0.5379,
20,1.0,0.9762,0.952,0.9273,0.8999,0.8756,0.8527,0.8254,0.8014,0.7777,0.7525,0.7271,0.7027,0.6774,0.6564,0.632,0.607,0.5809,0.5552,0.5307,
20,1.0,0.9734,0.9478,0.9249,0.897,0.8715,0.8474,0.8236,0.7967,0.7701,0.746,0.7216,0.699,0.6741,0.648,0.6213,0.595,0.5678,0.5424,0.5138,
20,1.0,0.973,0.9466,0.9229,0.8959,0.871,0.8463,0.822,0.7951,0.7703,0.7465,0.7225,0.697,0.6734,0.6497,0.6236,0.5965,0.572,0.5462,0.5221,
20,1.0,0.9736,0.9474,0.9212,0.8961,0.868,0.8428,0.8177,0.7911,0.7664,0.7406,0.7153,0.6902,0.6648,0.6395,0.6133,0.59,0.5683,0.5455,0.5184,
20,1.0,0.9783,0.9525,0.9274,0.9044,0.8799,0.8562,0.8312,0.8066,0.7818,0.7576,0.7323,0.7068,0.6829,0.6577,0.6303,0.6066,0.5807,0.5565,0.5335,
20,1.0,0.975,0.9505,0.926,0.9042,0.8789,0.8551,0.8302,0.8058,0.7772,0.7532,0.7292,0.7039,0.6777,0.6531,0.6287,0.6057,0.582,0.5558,0.5274,
20,1.0,0.9754,0.9506,0.9262,0.9023,0.879,0.8563,0.8328,0.8089,0.7827,0.7575,0.7352,0.7114,0.6847,0.6587,0.6327,0.6063,0.5797,0.556,0.5279,
20,1.0,0.9747,0.9505,0.9269,0.9019,0.8769,0.8545,0.8275,0.8027,0.7763,0.7521,0.7269,0.7023,0.6755,0.6525,0.6289,0.6076,0.5825,0.558,0.5347,
20,1.0,0.9768,0.9529,0.9289,0.9038,0.8772,0.8515,0.8284,0.8042,0.7784,0.7516,0.7263,0.6986,0.6738,0.6489,0.6266,0.6009,0.5771,0.5532,0.5299,
20,1.0,0.9731,0.9472,0.9213,0.8972,0.8742,0.8483,0.8198,0.7934,0.7683,0.7448,0.7185,0.6906,0.6665,0.6452,0.6196,0.5955,0.5662,0.5421,0.516,
20,1.0,0.9742,0.95,0.9256,0.9011,0.8787,0.8538,0.8259,0.799,0.7737,0.7497,0.7258,0.6997,0.6737,0.6519,0.6252,0.6006,0.5745,0.5495,0.5272,
20,1.0,0.9752,0.949,0.9253,0.8981,0.8752,0.8518,0.8289,0.8021,0.7767,0.7525,0.7291,0.7034,0.679,0.6536,0.6277,0.605,0.5804,0.5551,0.5307,
20,1.0,0.9746,0.9473,0.9239,0.8981,0.8746,0.8493,0.8254,0.802,0.7777,0.7544,0.7307,0.7034,0.679,0.6549,0.6294,0.6049,0.5802,0.5519,0.5273,
20,1.0,0.9746,0.9502,0.9252,0.8984,0.8747,0.8492,0.8231,0.7982,0.7776,0.7492,0.7262,0.702,0.6781,0.6515,0.6264,0.6024,0.5782,0.5529,0.5257,
20,1.0,0.9755,0.9498,0.9252,0.9031,0.8762,0.8489,0.826,0.8024,0.7776,0.7508,0.7254,0.704,0.6786,0.652,0.6273,0.6011,0.5781,0.5526,0.5282,
20,1.0,0.9757,0.9526,0.9286,0.9029,0.8779,0.8547,0.8265,0.8034,0.778,0.7558,0.7296,0.7043,0.6766,0.65,0.6228,0.5983,0.574,0.5472,0.5197,
20,1.0,0.9749,0.9492,0.9231,0.8961,0.8707,0.8475,0.8237,0.8003,0.7733,0.7513,0.7284,0.7026,0.6792,0.6542,0.6278,0.6013,0.578,0.5545,0.5285,
20,1.0,0.9755,0.9506,0.9249,0.9002,0.8766,0.8522,0.8278,0.8045,0.7797,0.7531,0.7295,0.7046,0.6753,0.6498,0.6226,0.5932,0.5699,0.5452,0.5187,
20,1.0,0.9758,0.9505,0.9264,0.9021,0.8776,0.851,0.8263,0.8011,0.7772,0.7517,0.7285,0.7029,0.6777,0.6527,0.628,0.6044,0.5804,0.5561,0.5322,
20,1.0,0.9731,0.9474,0.9219,0.8983,0.877,0.8519,0.8273,0.8014,0.7769,0.7522,0.7271,0.7055,0.6796,0.6546,0.6309,0.6038,0.5779,0.5519,0.5273,
20,1.0,0.9774,0.9487,0.9225,0.8951,0.8698,0.8435,0.8204,0.795,0.7687,0.7443,0.7215,0.6958,0.6708,0.6428,0.6179,0.5903,0.5656,0.5417,0.5146,
20,1.0,0.9737,0.9489,0.9231,0.8979,0.8719,0.8509,0.8244,0.8005,0.7761,0.7531,0.7264,0.6996,0.6742,0.6498,0.6257,0.5997,0.5748,0.5486,0.524,
20,1.0,0.9735,0.9468,0.9201,0.8974,0.8733,0.8482,0.8222,0.7988,0.7724,0.7463,0.7202,0.6945,0.6673,0.644,0.6175,0.5935,0.5678,0.5443,0.5218,
20,1.0,0.975,0.95,0.9282,0.9011,0.8775,0.8523,0.8258,0.8007,0.7722,0.7475,0.7203,0.6943,0.6688,0.6425,0.6171,0.5918,0.5657,0.5388,0.513,
20,1.0,0.9754,0.9526,0.9269,0.9007,0.8736,0.8471,0.8232,0.7979,0.7727,0.749,0.7247,0.6987,0.6751,0.6472,0.622,0.5978,0.5721,0.5484,0.5256,
20,1.0,0.9775,0.9535,0.9285,0.9047,0.8796,0.8561,0.8302,0.804,0.7793,0.7539,0.7284,0.7038,0.6796,0.653,0.6281,0.6041,0.5822,0.5573,0.5302,
20,1.0,0.9753,0.9517,0.927,0.9016,0.8771,0.8539,0.8303,0.8044,0.7808,0.7567,0.7344,0.7127,0.6879,0.6601,0.6352,0.6101,0.5844,0.5595,0.5352,
20,1.0,0.9739,0.9485,0.9257,0.9013,0.876,0.8523,0.8271,0.8009,0.7757,0.7501,0.7244,0.6982,0.6737,0.6502,0.6205,0.5956,0.571,0.5453,0.5194,
20,1.0,0.9736,0.9477,0.9219,0.8968,0.874,0.8484,0.8245,0.799,0.7749,0.7502,0.7273,0.7072,0.6823,0.6598,0.633,0.6056,0.5798,0.554,0.5274,
20,1.0,0.9735,0.9458,0.9222,0.8949,0.8701,0.846,0.8218,0.7995,0.7745,0.7528,0.7274,0.7033,0.6826,0.66,0.6357,0.6093,0.5845,0.5576,0.534,
20,1.0,0.9749,0.9521,0.9266,0.9029,0.8801,0.8559,0.8314,0.8064,0.7832,0.7589,0.7359,0.7083,0.6829,0.6605,0.6374,0.6141,0.59,0.5631,0.54,
20,1.0,0.9748,0.9504,0.9253,0.9002,0.8761,0.8538,0.8323,0.8076,0.7827,0.7563,0.7322,0.7076,0.6841,0.6607,0.6371,0.6106,0.5862,0.5602,0.5356,
20,1.0,0.9741,0.9512,0.9265,0.9021,0.8743,0.852,0.8284,0.8037,0.7752,0.7505,0.7268,0.6982,0.6727,0.6503,0.6266,0.6004,0.5746,0.5513,0.5248,
20,1.0,0.9737,0.9488,0.9221,0.8994,0.8755,0.8508,0.8252,0.8,0.772,0.746,0.7212,0.6963,0.6719,0.6478,0.6239,0.5976,0.5719,0.5468,0.5215,
20,1.0,0.9779,0.9549,0.9321,0.9063,0.8815,0.8567,0.8305,0.8033,0.7796,0.7546,0.7284,0.7051,0.6816,0.6583,0.6334,0.6086,0.5848,0.56,0.5357,
20,1.0,0.9746,0.9496,0.9235,0.8988,0.8767,0.8505,0.8254,0.8003,0.7735,0.7488,0.7237,0.6983,0.6715,0.6472,0.6226,0.597,0.5701,0.5432,0.5181,
20,1.0,0.9752,0.9505,0.9259,0.9013,0.8779,0.8511,0.8263,0.8022,0.7771,0.7518,0.7287,0.705,0.6785,0.654,0.6288,0.6037,0.5809,0.5554,0.5289,
20,1.0,0.975,0.9482,0.9218,0.8985,0.873,0.8463,0.8201,0.7939,0.7703,0.7471,0.7236,0.6969,0.6733,0.6498,0.6254,0.6015,0.5736,0.5504,0.5283,
20,1.0,0.9752,0.9497,0.9253,0.8995,0.8734,0.8475,0.8216,0.8002,0.7737,0.7511,0.7261,0.6992,0.6758,0.6505,0.6245,0.5992,0.5765,0.5557,0.5298,
20,1.0,0.977,0.9529,0.9285,0.9041,0.8812,0.8534,0.8302,0.8026,0.7792,0.7564,0.7311,0.7059,0.6805,0.6528,0.6256,0.6029,0.577,0.5542,0.5282,
20,1.0,0.9766,0.953,0.9277,0.9014,0.878,0.8545,0.8315,0.8081,0.7828,0.7576,0.7324,0.7063,0.6824,0.658,0.6318,0.606,0.5796,0.5544,0.5322,
20,1.0,0.9755,0.9517,0.9287,0.9041,0.8806,0.8536,0.8278,0.805,0.7809,0.7564,0.7338,0.7073,0.6826,0.658,0.6369,0.6096,0.584,0.5574,0.533,
20,1.0,0.9756,0.9512,0.9252,0.8996,0.8755,0.8506,0.825,0.799,0.7726,0.7461,0.7216,0.6987,0.6728,0.6504,0.6286,0.6041,0.5772,0.5506,0.5251,
20,1.0,0.9754,0.9509,0.9264,0.9032,0.8771,0.8531,0.8285,0.8069,0.7805,0.7561,0.7345,0.709,0.6843,0.6599,0.6348,0.6107,0.5859,0.5624,0.5371,
20,1.0,0.9747,0.9516,0.9257,0.9009,0.8758,0.85,0.8257,0.8015,0.7763,0.7507,0.7254,0.7028,0.6777,0.653,0.628,0.6012,0.5751,0.551,0.5254,
20,1.0,0.9749,0.9514,0.9297,0.9035,0.8761,0.851,0.8291,0.8017,0.7764,0.75,0.7255,0.6989,0.675,0.6492,0.6233,0.5966,0.5695,0.5436,0.5193,
20,1.0,0.9722,0.9446,0.919,0.8944,0.8696,0.8439,0.8185,0.7925,0.7656,0.7387,0.7143,0.6899,0.6632,0.6395,0.6141,0.5897,0.5653,0.5388,0.5159,
20,1.0,0.9739,0.9491,0.9252,0.8991,0.8762,0.8509,0.8238,0.7985,0.7729,0.7484,0.7235,0.6988,0.6714,0.6451,0.6194,0.5959,0.5708,0.5473,0.5247,
20,1.0,0.9766,0.9506,0.9272,0.901,0.8749,0.8508,0.8271,0.8034,0.7779,0.7543,0.7307,0.7068,0.6816,0.6564,0.6324,0.6089,0.5822,0.5601,0.5352,
20,1.0,0.976,0.9509,0.9249,0.8998,0.8735,0.847,0.8226,0.7964,0.7741,0.7487,0.7224,0.6977,0.6698,0.6446,0.6168,0.591,0.5678,0.5432,0.5192,
20,1.0,0.9724,0.9488,0.9255,0.9032,0.8788,0.8546,0.8288,0.804,0.7777,0.7527,0.7263,0.7008,0.6748,0.6499,0.6253,0.6023,0.5774,0.5532,0.5279,
20,1.0,0.9747,0.9508,0.9287,0.9036,0.8804,0.8555,0.8313,0.8043,0.7764,0.7495,0.728,0.7048,0.6826,0.6559,0.6313,0.6046,0.5788,0.5524,0.5276,
20,1.0,0.9761,0.9513,0.9265,0.8983,0.8729,0.8488,0.8237,0.8003,0.7764,0.7516,0.7276,0.7015,0.6781,0.6528,0.6266,0.5992,0.5738,0.5478,0.523,
20,1.0,0.9759,0.951,0.9278,0.901,0.8741,0.8473,0.8232,0.7999,0.7748,0.7524,0.7267,0.7001,0.6763,0.6535,0.6288,0.6026,0.5751,0.5503,0.5261,
20,1.0,0.9735,0.9455,0.9217,0.8955,0.8717,0.8448,0.8176,0.7928,0.7693,0.7461,0.7229,0.6995,0.6752,0.6496,0.628,0.6033,0.5786,0.5537,0.5282,
20,1.0,0.9734,0.9492,0.9238,0.8958,0.8735,0.8473,0.8209,0.7946,0.7707,0.747,0.7214,0.6984,0.6743,0.6498,0.6265,0.6021,0.5748,0.5502,0.5226,
20,1.0,0.9741,0.9505,0.9234,0.8988,0.8762,0.8537,0.828,0.8048,0.7833,0.7568,0.7309,0.7049,0.6808,0.6568,0.6297,0.6067,0.5831,0.5612,0.5386,
20,1.0,0.9759,0.9511,0.9248,0.8984,0.8741,0.8462,0.8197,0.7917,0.7663,0.7419,0.7183,0.6925,0.6669,0.6415,0.6179,0.5924,0.5664,0.5417,0.5154,
20,1.0,0.9752,0.9483,0.9242,0.8992,0.876,0.8524,0.8313,0.8088,0.7874,0.7611,0.7371,0.7112,0.6881,0.6639,0.6399,0.6161,0.5896,0.5644,0.539,
20,1.0,0.9734,0.947,0.9197,0.894,0.8676,0.8418,0.816,0.7901,0.7642,0.7382,0.71,0.6823,0.6569,0.632,0.607,0.5841,0.5572,0.5334,0.5111,
