Round,"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)",
10,1.0,0.8969,0.7993,0.6929,0.5941,0.4952,0.3941,0.295,0.1956,0.095,
10,1.0,0.9003,0.801,0.6966,0.5952,0.499,0.3958,0.2955,0.1928,0.0939,
10,1.0,0.9024,0.802,0.7015,0.6058,0.5111,0.4139,0.3158,0.2184,0.1192,
10,1.0,0.901,0.8011,0.6973,0.5935,0.4838,0.387,0.2863,0.185,0.0837,
10,1.0,0.8971,0.7968,0.6994,0.5975,0.4963,0.3966,0.298,0.197,0.0968,
10,1.0,0.9005,0.8015,0.6986,0.601,0.5011,0.4065,0.2998,0.1985,0.0985,
10,1.0,0.8988,0.7942,0.6949,0.595,0.4916,0.3918,0.2928,0.1917,0.0915,
10,1.0,0.9069,0.8093,0.7101,0.6068,0.5066,0.4062,0.3096,0.2088,0.1084,
10,1.0,0.9018,0.8021,0.7062,0.5993,0.5017,0.3973,0.2929,0.1927,0.0934,
10,1.0,0.9024,0.8029,0.7101,0.6122,0.5119,0.4176,0.3174,0.2184,0.1188,
10,1.0,0.8979,0.795,0.6999,0.5965,0.4947,0.3963,0.2957,0.1914,0.092,
10,1.0,0.8999,0.8043,0.7065,0.6082,0.5033,0.4054,0.3052,0.2097,0.1099,
10,1.0,0.8974,0.7964,0.6931,0.5979,0.4986,0.3952,0.2958,0.1962,0.0954,
10,1.0,0.8976,0.7998,0.6988,0.5974,0.4961,0.3965,0.2981,0.2041,0.1059,
10,1.0,0.8984,0.7959,0.6968,0.5988,0.4966,0.3986,0.2996,0.2005,0.1002,
10,1.0,0.8986,0.7998,0.7005,0.6055,0.5072,0.4055,0.3094,0.2091,0.1109,
10,1.0,0.9034,0.8,0.7006,0.603,0.511,0.4108,0.3126,0.2142,0.1155,
10,1.0,0.8984,0.7954,0.6938,0.5946,0.4986,0.396,0.2945,0.1984,0.0972,
10,1.0,0.8994,0.7992,0.6992,0.5952,0.4929,0.3957,0.2947,0.1925,0.0867,
10,1.0,0.8984,0.7945,0.6958,0.5963,0.4976,0.4014,0.3036,0.2033,0.1052,
10,1.0,0.9024,0.8002,0.6999,0.599,0.4985,0.3996,0.2981,0.1986,0.0968,
10,1.0,0.9023,0.8016,0.7035,0.6005,0.5052,0.4051,0.309,0.2092,0.1086,
10,1.0,0.9015,0.7992,0.7004,0.593,0.497,0.4005,0.2994,0.1993,0.0999,
10,1.0,0.8996,0.7988,0.7004,0.6017,0.5065,0.4063,0.3033,0.2071,0.1094,
10,1.0,0.8969,0.7972,0.7003,0.5976,0.4931,0.3936,0.2931,0.1889,0.0907,
10,1.0,0.8979,0.7964,0.6982,0.5988,0.498,0.399,0.2994,0.1982,0.0979,
10,1.0,0.899,0.7943,0.6967,0.5959,0.4953,0.3899,0.2825,0.1811,0.0807,
10,1.0,0.9022,0.801,0.702,0.6039,0.4982,0.399,0.2981,0.2012,0.1028,
10,1.0,0.8979,0.8,0.6988,0.5948,0.4951,0.3949,0.2976,0.1928,0.0923,
10,1.0,0.8972,0.7952,0.6947,0.5928,0.4909,0.3899,0.2938,0.196,0.096,
10,1.0,0.8994,0.804,0.7043,0.6032,0.5032,0.4018,0.3011,0.2016,0.1012,
10,1.0,0.9034,0.81,0.7072,0.6065,0.5028,0.4075,0.3082,0.2061,0.1007,
10,1.0,0.9005,0.8035,0.7054,0.6079,0.5062,0.4046,0.3065,0.2056,0.1075,
10,1.0,0.9009,0.8031,0.7039,0.6084,0.509,0.4113,0.3084,0.2059,0.1056,
10,1.0,0.9029,0.8006,0.6999,0.5989,0.5036,0.4036,0.302,0.2012,0.1046,
10,1.0,0.9048,0.8016,0.6979,0.5988,0.4932,0.3961,0.2938,0.196,0.0989,
10,1.0,0.8963,0.7962,0.6974,0.5969,0.4926,0.3951,0.2962,0.196,0.0946,
10,1.0,0.9028,0.807,0.7088,0.6118,0.5183,0.4149,0.3145,0.2127,0.1144,
10,1.0,0.8973,0.794,0.6947,0.5972,0.5,0.4011,0.2992,0.2024,0.1016,
10,1.0,0.896,0.8018,0.6984,0.6002,0.5044,0.3997,0.2994,0.1996,0.0989,
10,1.0,0.8983,0.8028,0.7079,0.6098,0.5121,0.4162,0.3177,0.2202,0.1187,
10,1.0,0.8987,0.8017,0.7005,0.5995,0.5044,0.4084,0.3084,0.2069,0.1063,
10,1.0,0.897,0.7994,0.7059,0.6025,0.5068,0.4035,0.3046,0.2094,0.1099,
10,1.0,0.9018,0.8042,0.6993,0.5967,0.497,0.3991,0.3021,0.2031,0.1054,
10,1.0,0.8971,0.7994,0.6982,0.5962,0.4977,0.3947,0.2911,0.1892,0.089,
10,1.0,0.9011,0.803,0.7029,0.6071,0.5071,0.4059,0.3025,0.2019,0.1016,
10,1.0,0.9001,0.8002,0.7,0.605,0.501,0.4015,0.3041,0.2002,0.1006,
10,1.0,0.8986,0.7936,0.6919,0.5938,0.4943,0.3969,0.3001,0.1982,0.0986,
10,1.0,0.8908,0.7909,0.6917,0.5873,0.4901,0.3919,0.2931,0.1978,0.0998,
10,1.0,0.899,0.804,0.7026,0.5991,0.5033,0.4059,0.3033,0.202,0.1029,
10,1.0,0.8969,0.8013,0.699,0.5954,0.4996,0.3965,0.295,0.1972,0.0972,
10,1.0,0.9034,0.8064,0.7063,0.6049,0.5076,0.4069,0.3096,0.213,0.1121,
10,1.0,0.9017,0.8038,0.7062,0.6014,0.4994,0.4002,0.2998,0.2011,0.1016,
10,1.0,0.8977,0.7943,0.6918,0.5924,0.5005,0.4024,0.301,0.2028,0.1031,
10,1.0,0.9035,0.8071,0.7069,0.6045,0.5063,0.4011,0.3039,0.206,0.1051,
10,1.0,0.903,0.7987,0.6955,0.5939,0.4901,0.3909,0.2967,0.1988,0.0981,
10,1.0,0.8993,0.7928,0.6953,0.5915,0.4848,0.3883,0.2925,0.1943,0.0968,
10,1.0,0.8986,0.8004,0.7027,0.605,0.5095,0.4096,0.3097,0.2127,0.1122,
10,1.0,0.9043,0.8046,0.7033,0.6075,0.5084,0.4052,0.3076,0.2081,0.1061,
10,1.0,0.899,0.8005,0.6975,0.5995,0.504,0.4053,0.3051,0.2044,0.1072,
10,1.0,0.8982,0.8075,0.7069,0.6046,0.5041,0.4043,0.3095,0.211,0.1103,
10,1.0,0.9026,0.8036,0.7037,0.5995,0.5032,0.406,0.2988,0.2028,0.1028,
10,1.0,0.8954,0.795,0.6922,0.5914,0.4873,0.3886,0.2888,0.1898,0.0895,
10,1.0,0.8964,0.7965,0.6991,0.5963,0.4981,0.4011,0.3013,0.1998,0.1009,
10,1.0,0.8984,0.7964,0.6981,0.6026,0.5014,0.403,0.3011,0.2,0.1032,
10,1.0,0.8995,0.8048,0.7054,0.6039,0.5006,0.3988,0.2975,0.1965,0.0989,
10,1.0,0.8978,0.7986,0.6974,0.5954,0.4983,0.3947,0.2942,0.1919,0.0915,
10,1.0,0.9009,0.7995,0.6993,0.6016,0.4979,0.397,0.2971,0.1946,0.0973,
10,1.0,0.9017,0.7977,0.6995,0.5987,0.4945,0.3933,0.291,0.1932,0.0917,
10,1.0,0.8997,0.8007,0.7025,0.6002,0.4989,0.3974,0.2991,0.1989,0.0998,
10,1.0,0.8994,0.797,0.7002,0.5934,0.494,0.3933,0.2936,0.1939,0.0997,
10,1.0,0.9002,0.8005,0.7024,0.6037,0.5087,0.4107,0.3087,0.2102,0.1097,
10,1.0,0.9024,0.8021,0.7053,0.6051,0.5058,0.4099,0.3142,0.2133,0.111,
10,1.0,0.9071,0.8038,0.7035,0.6052,0.4975,0.4003,0.3031,0.2027,0.1014,
10,1.0,0.8989,0.7998,0.6954,0.5945,0.4923,0.3913,0.295,0.1898,0.0894,
10,1.0,0.9043,0.8049,0.7087,0.6056,0.509,0.4079,0.3088,0.21,0.1105,
10,1.0,0.9036,0.7998,0.6952,0.5919,0.4912,0.3926,0.2908,0.1865,0.0828,
10,1.0,0.8986,0.7986,0.7032,0.6051,0.5086,0.4048,0.3088,0.2091,0.1109,
10,1.0,0.9012,0.8021,0.6981,0.5988,0.5036,0.4044,0.2984,0.202,0.1006,
10,1.0,0.9019,0.797,0.6982,0.6007,0.5006,0.4011,0.306,0.2058,0.1045,
10,1.0,0.9085,0.81,0.7061,0.6068,0.5066,0.41,0.3065,0.2095,0.1108,
10,1.0,0.9037,0.8007,0.702,0.603,0.5043,0.4014,0.2941,0.193,0.0934,
10,1.0,0.9036,0.8075,0.7085,0.607,0.512,0.4037,0.306,0.207,0.1042,
10,1.0,0.8994,0.7959,0.6979,0.5964,0.4966,0.3984,0.2988,0.1947,0.0968,
10,1.0,0.9058,0.804,0.7014,0.6018,0.5006,0.4,0.299,0.2017,0.1022,
10,1.0,0.8974,0.7991,0.6997,0.5989,0.496,0.3957,0.2964,0.1977,0.0981,
10,1.0,0.9006,0.8,0.7005,0.5969,0.494,0.3904,0.2896,0.1856,0.0843,
10,1.0,0.8995,0.7965,0.697,0.5985,0.4978,0.3975,0.2992,0.1984,0.1012,
10,1.0,0.9041,0.8041,0.7082,0.6102,0.52,0.4167,0.3146,0.2179,0.1188,
10,1.0,0.9001,0.8074,0.705,0.6051,0.5041,0.4083,0.3083,0.2119,0.113,
10,1.0,0.8997,0.7993,0.6957,0.5968,0.4943,0.3919,0.2909,0.1949,0.0947,
10,1.0,0.8995,0.8017,0.7076,0.6124,0.5116,0.412,0.3111,0.2089,0.1127,
10,1.0,0.8995,0.7967,0.6977,0.6005,0.502,0.4016,0.295,0.1966,0.0974,
10,1.0,0.8976,0.7962,0.6946,0.5918,0.489,0.3874,0.2849,0.1835,0.0843,
10,1.0,0.9012,0.7973,0.6942,0.5962,0.499,0.3994,0.2979,0.1999,0.0972,
10,1.0,0.9001,0.7955,0.6986,0.5999,0.4985,0.3944,0.2951,0.1896,0.0937,
10,1.0,0.8989,0.7968,0.6983,0.5953,0.4985,0.3974,0.2965,0.1975,0.0972,
10,1.0,0.8985,0.8031,0.7037,0.6096,0.5066,0.4056,0.3042,0.2066,0.1036,
10,1.0,0.8971,0.7973,0.6953,0.5998,0.5042,0.4091,0.311,0.2086,0.1096,
10,1.0,0.8986,0.8013,0.7019,0.5977,0.4998,0.3994,0.296,0.1993,0.0997,
10,1.0,0.8974,0.7995,0.7019,0.609,0.5085,0.409,0.3096,0.2146,0.1125,
10,1.0,0.8993,0.7955,0.6941,0.5891,0.4887,0.3847,0.2878,0.1848,0.0834,
10,1.0,0.904,0.8059,0.7048,0.6036,0.5057,0.4054,0.3051,0.2079,0.1074,
10,1.0,0.9025,0.7997,0.7025,0.5993,0.5013,0.3997,0.2982,0.2001,0.1013,
10,1.0,0.8967,0.7966,0.7023,0.6047,0.5009,0.4008,0.301,0.2029,0.1029,
10,1.0,0.8972,0.7988,0.6937,0.5928,0.4843,0.3869,0.2841,0.1849,0.0849,
10,1.0,0.9013,0.8001,0.7027,0.6021,0.5025,0.4023,0.3054,0.1988,0.0969,
10,1.0,0.9024,0.8033,0.7031,0.6065,0.507,0.4069,0.3101,0.2133,0.1144,
10,1.0,0.9031,0.8035,0.7033,0.6012,0.5008,0.4008,0.3018,0.1998,0.1028,
10,1.0,0.9009,0.8078,0.7055,0.6015,0.499,0.3972,0.2987,0.2001,0.1025,
10,1.0,0.898,0.8029,0.7027,0.6011,0.5025,0.4035,0.3046,0.2034,0.1022,
10,1.0,0.9015,0.8043,0.7038,0.6006,0.4983,0.3987,0.3028,0.2009,0.1025,
10,1.0,0.8977,0.7988,0.6971,0.5961,0.4945,0.3908,0.2948,0.1928,0.0908,
10,1.0,0.9002,0.797,0.6943,0.5964,0.4933,0.3928,0.294,0.1965,0.0975,
10,1.0,0.8964,0.7948,0.6975,0.6032,0.5037,0.4,0.2994,0.2001,0.0977,
10,1.0,0.9013,0.801,0.7026,0.6048,0.4967,0.398,0.3021,0.2032,0.1012,
10,1.0,0.9044,0.8053,0.7092,0.6111,0.5144,0.413,0.3149,0.2173,0.116,
10,1.0,0.9031,0.803,0.6955,0.5968,0.4963,0.3966,0.2948,0.1948,0.0962,
10,1.0,0.8992,0.8005,0.7018,0.5983,0.5028,0.4044,0.304,0.2013,0.1028,
10,1.0,0.8949,0.7981,0.6969,0.5971,0.4969,0.3978,0.2985,0.1995,0.1013,
10,1.0,0.9016,0.8046,0.7058,0.608,0.4994,0.3983,0.2963,0.1955,0.0992,
10,1.0,0.8996,0.8008,0.6973,0.5968,0.4929,0.3883,0.2926,0.1901,0.0898,
10,1.0,0.8987,0.8004,0.7043,0.6047,0.5071,0.4057,0.306,0.2097,0.1122,
10,1.0,0.9031,0.8054,0.7083,0.6077,0.5096,0.4113,0.3108,0.2086,0.107,
10,1.0,0.9021,0.8021,0.7051,0.6103,0.5146,0.4141,0.3115,0.2138,0.1154,
10,1.0,0.9012,0.8027,0.705,0.6045,0.5026,0.4041,0.3014,0.1982,0.0997,
10,1.0,0.8979,0.7941,0.6979,0.6027,0.5057,0.4008,0.2977,0.1959,0.0964,
10,1.0,0.9002,0.8032,0.6993,0.6032,0.5029,0.4033,0.3038,0.2037,0.1018,
10,1.0,0.9029,0.8037,0.7042,0.6022,0.5036,0.4045,0.3047,0.2076,0.1071,
10,1.0,0.9045,0.8012,0.6994,0.6016,0.5003,0.3998,0.2974,0.1976,0.0943,
10,1.0,0.9007,0.7989,0.7081,0.6068,0.5047,0.4021,0.2997,0.1984,0.0989,
10,1.0,0.8989,0.8028,0.7019,0.5989,0.4962,0.3913,0.2907,0.1928,0.0916,
10,1.0,0.9011,0.8005,0.6998,0.6044,0.5035,0.4047,0.3027,0.2059,0.1041,
10,1.0,0.8975,0.7997,0.7037,0.6025,0.5027,0.402,0.3013,0.204,0.1029,
10,1.0,0.9014,0.803,0.7004,0.6,0.4968,0.3945,0.2913,0.1919,0.0897,
10,1.0,0.9053,0.8059,0.7113,0.612,0.5121,0.4106,0.3095,0.2088,0.1087,
10,1.0,0.904,0.8053,0.7063,0.6063,0.5073,0.4106,0.3072,0.2087,0.1089,
10,1.0,0.9009,0.8041,0.7017,0.6069,0.506,0.4069,0.3099,0.206,0.1085,
10,1.0,0.9034,0.8045,0.7064,0.6001,0.4968,0.3923,0.2929,0.1954,0.0928,
10,1.0,0.9014,0.8016,0.6993,0.6007,0.4969,0.3908,0.2925,0.1962,0.0982,
10,1.0,0.8974,0.8001,0.7033,0.601,0.5036,0.4074,0.3121,0.2157,0.1184,
10,1.0,0.8974,0.7989,0.6984,0.5967,0.4984,0.3947,0.2931,0.1916,0.0937,
10,1.0,0.905,0.8092,0.7125,0.6084,0.5048,0.4032,0.2968,0.1977,0.0968,
10,1.0,0.9052,0.804,0.7054,0.6043,0.5047,0.4052,0.3036,0.2049,0.1064,
10,1.0,0.9024,0.8001,0.6954,0.5968,0.4981,0.3987,0.3016,0.2003,0.0987,
10,1.0,0.8978,0.7985,0.7023,0.6043,0.5066,0.3996,0.2989,0.2026,0.1036,
10,1.0,0.895,0.7964,0.6985,0.5945,0.4998,0.3989,0.2972,0.195,0.0922,
10,1.0,0.9016,0.801,0.6973,0.5972,0.4963,0.3963,0.292,0.1898,0.0866,
10,1.0,0.9006,0.7974,0.6966,0.6025,0.5033,0.4026,0.3031,0.2095,0.1085,
10,1.0,0.8994,0.795,0.6957,0.5904,0.4903,0.3931,0.2934,0.1923,0.0923,
10,1.0,0.9002,0.7993,0.6985,0.597,0.4984,0.3901,0.2919,0.1949,0.0913,
10,1.0,0.8993,0.7985,0.6955,0.5961,0.4896,0.3867,0.2839,0.18,0.0797,
10,1.0,0.9011,0.8017,0.7039,0.6087,0.5102,0.411,0.3094,0.2083,0.1108,
10,1.0,0.8995,0.804,0.7023,0.6007,0.4993,0.399,0.2982,0.1952,0.0924,
10,1.0,0.9005,0.8058,0.7055,0.6055,0.5081,0.4078,0.3072,0.2035,0.1042,
10,1.0,0.8987,0.7989,0.6969,0.5971,0.4944,0.3898,0.2894,0.1924,0.091,
10,1.0,0.9038,0.8026,0.7023,0.6015,0.5026,0.4023,0.3038,0.2023,0.1023,
10,1.0,0.8989,0.7958,0.6974,0.5934,0.4936,0.3977,0.2995,0.2034,0.1032,
10,1.0,0.9064,0.8018,0.6996,0.6006,0.5027,0.4051,0.305,0.2031,0.1048,
10,1.0,0.9052,0.8062,0.7027,0.5954,0.493,0.394,0.2934,0.1936,0.0939,
10,1.0,0.8964,0.7955,0.7009,0.6029,0.5031,0.4074,0.307,0.2041,0.1069,
10,1.0,0.909,0.8098,0.7035,0.6019,0.5006,0.3983,0.2988,0.1957,0.0946,
10,1.0,0.9008,0.8006,0.703,0.6034,0.4995,0.3969,0.2949,0.1929,0.0954,
10,1.0,0.8992,0.7983,0.6951,0.5894,0.487,0.3906,0.2899,0.1871,0.0874,
10,1.0,0.9047,0.8068,0.7048,0.6039,0.5052,0.3998,0.3018,0.2011,0.1019,
10,1.0,0.9018,0.8082,0.7077,0.6091,0.5085,0.4031,0.3041,0.2031,0.1023,
10,1.0,0.8981,0.801,0.7035,0.6061,0.5059,0.404,0.3057,0.2003,0.1007,
10,1.0,0.9003,0.8044,0.7051,0.6022,0.5009,0.4039,0.3044,0.2031,0.1047,
10,1.0,0.8957,0.7952,0.6932,0.5912,0.4919,0.3868,0.2822,0.179,0.0803,
10,1.0,0.9021,0.8032,0.7034,0.6014,0.5024,0.4002,0.3006,0.2028,0.1016,
10,1.0,0.8972,0.7994,0.696,0.6016,0.5016,0.3991,0.2988,0.199,0.0985,
10,1.0,0.9018,0.8017,0.7006,0.6051,0.5016,0.4013,0.3016,0.2001,0.1019,
10,1.0,0.9035,0.8031,0.7055,0.6025,0.4996,0.3995,0.2978,0.1976,0.0992,
10,1.0,0.8949,0.8039,0.7075,0.6089,0.5083,0.4055,0.3108,0.2107,0.1117,
10,1.0,0.9008,0.8022,0.6993,0.5983,0.4998,0.3994,0.2984,0.1969,0.0991,
10,1.0,0.8993,0.7993,0.6956,0.5953,0.494,0.3909,0.2917,0.1913,0.0915,
10,1.0,0.901,0.8016,0.7002,0.6006,0.5011,0.4049,0.3046,0.201,0.0995,
10,1.0,0.8989,0.8016,0.7092,0.6116,0.5162,0.4136,0.3174,0.2215,0.1195,
10,1.0,0.9011,0.7954,0.6967,0.5965,0.4958,0.3943,0.2952,0.1949,0.0948,
10,1.0,0.8993,0.8011,0.7022,0.604,0.4996,0.4048,0.3111,0.2093,0.1115,
10,1.0,0.8985,0.793,0.689,0.585,0.4866,0.3835,0.2804,0.1846,0.0833,
10,1.0,0.8982,0.798,0.7057,0.6037,0.5029,0.4014,0.3072,0.2053,0.1052,
10,1.0,0.9004,0.8034,0.7047,0.6029,0.5026,0.3999,0.3004,0.2005,0.1006,
10,1.0,0.9011,0.7943,0.6896,0.5903,0.4907,0.394,0.2955,0.1986,0.0984,
10,1.0,0.9046,0.8051,0.7095,0.6115,0.5119,0.4088,0.3071,0.2112,0.111,
10,1.0,0.8915,0.7933,0.6907,0.5887,0.4877,0.3871,0.2822,0.1767,0.0746,
10,1.0,0.8927,0.7908,0.6894,0.5938,0.4922,0.3936,0.2954,0.1913,0.0899,
10,1.0,0.9035,0.8053,0.7037,0.5985,0.4966,0.3994,0.3025,0.2056,0.1068,
10,1.0,0.8969,0.7941,0.6939,0.5901,0.4914,0.3887,0.2876,0.1874,0.0863,
10,1.0,0.9075,0.8051,0.7033,0.6032,0.4995,0.4043,0.3027,0.2033,0.1049,
10,1.0,0.9024,0.8023,0.6993,0.5995,0.4983,0.3949,0.2946,0.1909,0.0908,
10,1.0,0.9028,0.8015,0.7017,0.605,0.5045,0.4026,0.3031,0.206,0.1067,
10,1.0,0.9009,0.8035,0.7028,0.6003,0.5035,0.4045,0.3028,0.2036,0.1062,
10,1.0,0.9013,0.8035,0.7036,0.6052,0.5084,0.4126,0.3126,0.2108,0.1129,
10,1.0,0.8958,0.7906,0.6923,0.5934,0.4901,0.3895,0.289,0.1903,0.0894,
10,1.0,0.8965,0.7962,0.6962,0.6026,0.501,0.4045,0.3052,0.2043,0.0999,
10,1.0,0.9034,0.8067,0.7034,0.6044,0.5043,0.3987,0.2985,0.1993,0.099,
10,1.0,0.9035,0.8046,0.7038,0.608,0.5062,0.4104,0.3112,0.2089,0.1068,
10,1.0,0.897,0.7919,0.6957,0.5993,0.493,0.3946,0.2936,0.1906,0.0915,
10,1.0,0.9043,0.8053,0.7105,0.6057,0.5097,0.4141,0.3115,0.2107,0.1102,
10,1.0,0.8926,0.7945,0.6892,0.5913,0.491,0.3928,0.2916,0.1911,0.0916,
10,1.0,0.8992,0.7965,0.6982,0.5926,0.4945,0.3929,0.2897,0.1866,0.0845,
10,1.0,0.8951,0.7955,0.701,0.6029,0.5001,0.3983,0.2952,0.1953,0.0976,
10,1.0,0.8981,0.7956,0.6928,0.5938,0.4899,0.3846,0.2824,0.1847,0.0851,
10,1.0,0.8987,0.8032,0.7043,0.6026,0.5038,0.3985,0.2999,0.1995,0.0968,
10,1.0,0.9027,0.8022,0.7049,0.6077,0.5058,0.4022,0.3047,0.2021,0.0997,
10,1.0,0.9015,0.8014,0.7003,0.598,0.5001,0.3997,0.3015,0.1976,0.1023,
10,1.0,0.9033,0.8066,0.7013,0.5987,0.5015,0.4013,0.3024,0.203,0.1034,
10,1.0,0.9013,0.8027,0.6998,0.6026,0.5004,0.4021,0.3017,0.1992,0.0969,
10,1.0,0.9023,0.797,0.6981,0.5975,0.4965,0.3997,0.3022,0.1984,0.0956,
10,1.0,0.8964,0.7942,0.7011,0.6035,0.5064,0.4083,0.304,0.2046,0.1064,
10,1.0,0.896,0.7969,0.6987,0.5991,0.4978,0.3933,0.2936,0.1944,0.0951,
10,1.0,0.9024,0.7992,0.6944,0.5966,0.4982,0.3969,0.3016,0.1993,0.0964,
10,1.0,0.9037,0.8022,0.7022,0.5939,0.4896,0.3952,0.2978,0.1972,0.0961,
10,1.0,0.9015,0.8055,0.7049,0.6023,0.5066,0.4058,0.3064,0.2054,0.1053,
10,1.0,0.9043,0.8056,0.7032,0.6013,0.5005,0.3987,0.305,0.2042,0.1017,
10,1.0,0.8995,0.8067,0.7072,0.601,0.5036,0.4015,0.2982,0.2004,0.1009,
10,1.0,0.9004,0.8046,0.7049,0.6043,0.5046,0.3995,0.2977,0.1947,0.0919,
10,1.0,0.9065,0.8041,0.7013,0.6057,0.509,0.4083,0.3082,0.2062,0.1026,
10,1.0,0.8988,0.798,0.6967,0.5999,0.5008,0.4005,0.3015,0.2033,0.1037,
10,1.0,0.8962,0.7985,0.6955,0.5925,0.4955,0.3961,0.2983,0.1991,0.0973,
10,1.0,0.8986,0.7974,0.6978,0.6049,0.501,0.3987,0.2998,0.1965,0.0988,
10,1.0,0.9044,0.8033,0.7022,0.5999,0.503,0.4021,0.3041,0.2038,0.1008,
10,1.0,0.9013,0.8011,0.7007,0.5997,0.5027,0.4049,0.2991,0.1951,0.0942,
10,1.0,0.895,0.7973,0.7005,0.6023,0.5015,0.398,0.2943,0.192,0.092,
10,1.0,0.8964,0.7964,0.7018,0.6013,0.4979,0.4006,0.3002,0.1981,0.0969,
10,1.0,0.8972,0.7976,0.7017,0.6038,0.5037,0.4097,0.3105,0.2112,0.1152,
10,1.0,0.9032,0.8041,0.7068,0.6087,0.5077,0.4103,0.3122,0.2132,0.1122,
10,1.0,0.8988,0.803,0.7063,0.6094,0.5091,0.4078,0.3084,0.2081,0.1109,
10,1.0,0.8965,0.7949,0.6917,0.5922,0.4864,0.3877,0.2965,0.1968,0.097,
10,1.0,0.9032,0.8056,0.7056,0.6021,0.4996,0.3959,0.3009,0.1952,0.094,
10,1.0,0.8998,0.8009,0.701,0.6016,0.5004,0.401,0.3032,0.1988,0.0961,
10,1.0,0.901,0.8059,0.7115,0.6119,0.511,0.4132,0.3155,0.2137,0.1116,
10,1.0,0.9006,0.8026,0.7068,0.6026,0.5042,0.4028,0.3015,0.2017,0.0991,
10,1.0,0.8984,0.8029,0.7016,0.5994,0.4969,0.3991,0.301,0.2023,0.0982,
10,1.0,0.9001,0.8011,0.7113,0.6119,0.5107,0.4124,0.3136,0.2155,0.1158,
10,1.0,0.8982,0.7945,0.6918,0.5962,0.4927,0.3935,0.2914,0.1878,0.0896,
10,1.0,0.8985,0.7979,0.7017,0.6034,0.5059,0.4058,0.3062,0.203,0.1044,
10,1.0,0.9018,0.8042,0.702,0.6023,0.5036,0.4051,0.2964,0.1961,0.096,
10,1.0,0.9051,0.8054,0.7075,0.6049,0.5088,0.414,0.3126,0.2163,0.1182,
10,1.0,0.8964,0.7961,0.6964,0.6054,0.5,0.4051,0.3079,0.2048,0.1042,
10,1.0,0.9002,0.8033,0.7046,0.6005,0.5024,0.4056,0.3072,0.2093,0.1078,
10,1.0,0.8967,0.7922,0.6954,0.5905,0.4902,0.3904,0.2897,0.1901,0.0891,
10,1.0,0.9043,0.799,0.6972,0.5932,0.4968,0.3925,0.29,0.1877,0.0915,
10,1.0,0.9,0.8025,0.7027,0.6008,0.4985,0.3994,0.3002,0.2008,0.1001,
10,1.0,0.8981,0.8031,0.702,0.5935,0.4943,0.396,0.2934,0.1962,0.0949,
10,1.0,0.904,0.8071,0.7106,0.6122,0.5152,0.4135,0.312,0.2097,0.1072,
10,1.0,0.8957,0.7965,0.7002,0.6031,0.5043,0.4063,0.303,0.2017,0.1046,
10,1.0,0.8965,0.7972,0.6941,0.593,0.4928,0.3917,0.2881,0.1906,0.0914,
10,1.0,0.8999,0.7978,0.6991,0.6014,0.5022,0.4029,0.3054,0.2045,0.1079,
10,1.0,0.9008,0.7977,0.6947,0.5974,0.5002,0.4017,0.3044,0.2062,0.1069,
10,1.0,0.9024,0.8039,0.7046,0.6048,0.504,0.4003,0.2936,0.1885,0.0909,
10,1.0,0.8971,0.7974,0.6929,0.5902,0.4943,0.3933,0.294,0.1937,0.0913,
10,1.0,0.9007,0.8037,0.7055,0.605,0.5065,0.405,0.3063,0.2093,0.1091,
10,1.0,0.9019,0.8,0.7014,0.5938,0.4926,0.3913,0.293,0.192,0.0936,
10,1.0,0.9027,0.8006,0.6924,0.5943,0.4945,0.3945,0.2932,0.1948,0.0981,
10,1.0,0.8958,0.8022,0.7035,0.5987,0.5037,0.4073,0.3078,0.2048,0.1042,
10,1.0,0.8986,0.8036,0.7006,0.599,0.5012,0.4012,0.304,0.2063,0.1015,
10,1.0,0.9031,0.8059,0.7053,0.6052,0.5065,0.4023,0.2962,0.1946,0.0936,
10,1.0,0.9005,0.8044,0.7038,0.6034,0.5051,0.4,0.3015,0.2049,0.104,
10,1.0,0.9009,0.7976,0.694,0.5943,0.4918,0.3911,0.2961,0.1974,0.0969,
10,1.0,0.8976,0.7956,0.6966,0.5965,0.4932,0.3957,0.3006,0.1999,0.0989,
10,1.0,0.9009,0.8015,0.7007,0.6006,0.5029,0.4019,0.3015,0.2007,0.1015,
10,1.0,0.9016,0.8031,0.6978,0.5977,0.5002,0.3956,0.2994,0.1988,0.1021,
10,1.0,0.9023,0.8068,0.7078,0.6103,0.5084,0.4151,0.3155,0.2176,0.1176,
10,1.0,0.9017,0.8041,0.7086,0.6072,0.5108,0.4136,0.3061,0.208,0.1075,
10,1.0,0.8959,0.796,0.6954,0.5949,0.4875,0.3891,0.2888,0.1932,0.0918,
10,1.0,0.8964,0.7949,0.6953,0.5931,0.4986,0.3978,0.2985,0.196,0.0947,
10,1.0,0.8955,0.7976,0.7002,0.6026,0.4992,0.4009,0.3034,0.204,0.1068,
10,1.0,0.8985,0.8041,0.7058,0.605,0.512,0.4149,0.3129,0.212,0.1158,
10,1.0,0.8954,0.7927,0.6922,0.5993,0.4958,0.3958,0.2921,0.192,0.0908,
10,1.0,0.8988,0.7969,0.6981,0.5992,0.5032,0.4069,0.3044,0.2024,0.101,
